hospital_sn,update_time,full_reported,pending_doctor,pending_bed,pending_ward,pending_icu
1101150011,1441053000,false,6,0,33,0
1131050515,1441053553,false,0,0,4,0
1317050017,1441053602,false,0,0,0,0
1142120001,1441053602,false,3,0,41,0
1101020018,1441054800,false,0,0,11,0
0439010518,1441051504,false,0,0,13,0
0602030026,1441053300,false,0,0,26,2
0601160016,,false,2,0,10,0
0401180014,1441051503,false,1,0,87,0
1434020015,1441053454,false,0,0,2,0
1145010010,1441052340,false,0,0,8,0
0936060016,1441053600,false,0,0,1,0
0936050029,1441053600,false,0,0,0,0
1122010012,1441053586,null,3,0,32,0
1536030075,1441053600,false,0,0,4,0
0617060018,1441053603,false,0,0,30,0
1301200010,1441053540,false,0,0,0,0
1137010024,1441053597,false,0,0,14,0
1131010011,1441053600,false,1,30,46,0
1331040513,1441053602,false,0,0,12,3
1111060015,1441053602,false,0,0,12,0
1317040011,1441053603,false,4,0,4,0
1140010510,1441053602,false,0,0,24,0
1302050014,1441053585,false,1,0,26,0
0943030019,1441053600,true,0,0,0,0
0501110514,,false,0,0,2,1
1142100017,1441053602,false,0,0,61,11
1105050012,,false,0,0,1,0
1141310019,,false,4,0,44,0
1141090512,,false,1,0,9,0
1132070011,1441053602,false,5,0,100,0
0937010019,1441053606,false,0,0,3,0
0421040011,1441053609,false,1,0,28,1
1101100011,1441053720,false,6,0,36,0
